itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
original_en_batch_24_item_08	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=144 NAME=\"Patten\">	NA	10	0.4	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;contrast	result	The Commission confirms the position expressed by the chef de cabinet of the Commissioner for Agriculture and Fisheries on 11 January in response to a letter from Mr Galland on behalf of the coordination committee of the Sahrawi support organisation. That position recalled that the fisheries agreement which expired in November 1999 applied to Morocco's fishing zone which is defined as waters over which Morocco has sovereignty or jurisdiction.	This definition does not in any way affect the status of Western Sahara and its coastal waters. This is a matter which falls under international law, and in particular various UN resolutions, and the responsibility of the UN Secretary- General, whose efforts to find a just, equitable and durable solution have been consistently supported by the European Union.	That position recalled that the fisheries agreement which expired in November 1999 applied to Morocco's fishing zone which is defined as waters over which Morocco has sovereignty or jurisdiction.	This definition does not in any way affect the status of Western Sahara and its coastal waters.
original_en_batch_24_item_09	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=144 NAME=\"Patten\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;result	conjunction	That position recalled that the fisheries agreement which expired in November 1999 applied to Morocco's fishing zone which is defined as waters over which Morocco has sovereignty or jurisdiction. This definition does not in any way affect the status of Western Sahara and its coastal waters.	This is a matter which falls under international law, and in particular various UN resolutions, and the responsibility of the UN Secretary- General, whose efforts to find a just, equitable and durable solution have been consistently supported by the European Union.	This definition does not in any way affect the status of Western Sahara and its coastal waters.	This is a matter which falls under international law, and in particular various UN resolutions, and the responsibility of the UN Secretary- General, whose efforts to find a just, equitable and durable solution have been consistently supported by the European Union.
original_en_batch_24_item_12	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=150 NAME=\"Patten\">	NA	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0.2; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction;reason	conjunction	I hope you will excuse me that in answering the questions together, I take slightly longer.	I am particularly pleased to have the opportunity to reply to Mr van den Bos on anti- personnel mines today.	I hope you will excuse me that in answering the questions together, I take slightly longer.	I am particularly pleased to have the opportunity to reply to Mr van den Bos on anti- personnel mines today.
original_en_batch_24_item_13	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=154 NAME=\"Patten\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;conjunction;arg2-as-instance	result	One thing that we obviously need to do is to advertise very clearly what is available.	We have taken a website that will enable us, I hope, to inform the NGO community and others more clearly about what is available. We intend establishing a multi- annual work plan.	One thing that we obviously need to do is to advertise very clearly what is available.	We have taken a website that will enable us, I hope, to inform the NGO community and others more clearly about what is available.
original_en_batch_24_item_14	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=154 NAME=\"Patten\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.6; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction	conjunction	One thing that we obviously need to do is to advertise very clearly what is available. We have taken a website that will enable us, I hope, to inform the NGO community and others more clearly about what is available.	We intend establishing a multi- annual work plan. We will refer to that on our website.	We have taken a website that will enable us, I hope, to inform the NGO community and others more clearly about what is available.	We intend establishing a multi- annual work plan.
original_en_batch_24_item_16	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=154 NAME=\"Patten\">	NA	10	0.8	synchronous:0; precedence:0; succession:0; reason:0.8; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	We will refer to that on our website. I hope, therefore, that NGOs will feel involved in what we are doing.	We depend a great deal on their active support and understanding.	I hope, therefore, that NGOs will feel involved in what we are doing.	We depend a great deal on their active support and understanding.
original_en_batch_24_item_17	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=159 NAME=\"Martin, David\">	NA	10	0.6	synchronous:0.1; precedence:0; succession:0; reason:0.2; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;reason	conjunction	I am pleased to hear the Commissioner's comments on the Charter.	I would like to push him to give details about the nature of the campaign. Last Wednesday we had a very successful launch of the European information campaign involving Commissioners and Members of the European Parliament.	I am pleased to hear the Commissioner's comments on the Charter.	I would like to push him to give details about the nature of the campaign.
original_en_batch_24_item_18	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=159 NAME=\"Martin, David\">	NA	10	0.3	synchronous:0.1; precedence:0; succession:0.2; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	succession;arg2-as-detail;conjunction	conjunction	I am pleased to hear the Commissioner's comments on the Charter. I would like to push him to give details about the nature of the campaign.	Last Wednesday we had a very successful launch of the European information campaign involving Commissioners and Members of the European Parliament. I would like the Commissioner to reassure me that, when the campaign is decentralised, information offices in the Member States will involve Members of the European Parliament in the information campaign as a matter of course.	I would like to push him to give details about the nature of the campaign.	Last Wednesday we had a very successful launch of the European information campaign involving Commissioners and Members of the European Parliament.
original_en_batch_24_item_19	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=159 NAME=\"Martin, David\">	NA	10	0.3	synchronous:0; precedence:0.3; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	arg2-as-detail;conjunction;precedence	precedence	I would like to push him to give details about the nature of the campaign. Last Wednesday we had a very successful launch of the European information campaign involving Commissioners and Members of the European Parliament.	I would like the Commissioner to reassure me that, when the campaign is decentralised, information offices in the Member States will involve Members of the European Parliament in the information campaign as a matter of course. After all, it is the MEPs who are supposed to represent the citizens.	Last Wednesday we had a very successful launch of the European information campaign involving Commissioners and Members of the European Parliament.	I would like the Commissioner to reassure me that, when the campaign is decentralised, information offices in the Member States will involve Members of the European Parliament in the information campaign as a matter of course.
original_en_batch_24_item_20	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=159 NAME=\"Martin, David\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.6; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason;conjunction	reason	Last Wednesday we had a very successful launch of the European information campaign involving Commissioners and Members of the European Parliament. I would like the Commissioner to reassure me that, when the campaign is decentralised, information offices in the Member States will involve Members of the European Parliament in the information campaign as a matter of course.	After all, it is the MEPs who are supposed to represent the citizens. We are at least as well- placed as the Commission to engage in that dialogue with the citizens.	I would like the Commissioner to reassure me that, when the campaign is decentralised, information offices in the Member States will involve Members of the European Parliament in the information campaign as a matter of course.	After all, it is the MEPs who are supposed to represent the citizens.
